//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                 Stats
---------------------------  ----------------------------------------------------------------------
Benchmark                                                                      MatrixMultiplication
BenchmarkArgs                 -x 1024 -y 1024 -z 1024 -q --load MatrixMultiplication_Kernels.cl.bin
DateTime                                                                      Mon Jun 2017 13:49:00
ExeSuccessful                                                                                   Yes
CheckPoint                                                                                       No
TotalCycles                                                                               658726083
ParallelSectionCycles                                                                     466717616
CPURunTime(sec)                                                                         0.164681521
WallRunTime(sec)                                                                            2865.87
SimulatedCyclesPerSec(ave)                                                                229852.12
CPUNumCores                                                                                       4
CPUThreadsPerCore                                                                                 1
CPUFreqGhz                                                                                        4
GPUNumCUs                                                                                         8
GPUFreqGhz                                                                                        1
GPUCycFactor                                                                                      4
MemLatFactor                                                                                      2
ConfigSingleCore                                                                                Yes
ConfigCPUProtocol                                                                              MESI
ConfigGPUProtocol                                                                                NC
ConfigGPUConnectType                                                                             MC

//CPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CPU stats combined          CPU
-------------------  ----------
ExeTime               466717616
TotalBusy                 41575
DrainTime                 16999
IdleTime              392891681
TotalStalls            73784360
StallFetch                75411
ROBStalls                104204
ROBStallLoad              36496
ROBStallStore             67577
ROBStallOther               131
LSQStalls                     0
LSQStallLoad                  0
LSQStallStore                 0
IQStalls                      0
RenameStalls                  0
NumSyscalls                  77
StallSyscall           73604745

CPU Stats All Cores       Core_0
--------------------  ----------
ExeTime                466717616
TotalBusy                  41575
DrainTime                  16999
IdleTime               392891681
TotalStalls             73784360
StallFetch                 75411
ROBStalls                 104204
ROBStallLoad               36496
ROBStallStore              67577
ROBStallOther                131
LSQStalls                      0
LSQStallLoad                   0
LSQStallStore                  0
IQStalls                       0
RenameStalls                   0
NumSyscalls                   77
StallSyscall            73604745

//GPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

GPU stats            GPU
------------  ----------
ExeTime        466717617
GPURunTime     392907192
GPUIdleTime     73810425

//CUU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CU stats                                CU
------------------------------  ----------
TotalBusy                          4331900
TotalStalls                      364898705
TotalMapped                      369230605
TotalUnMapped                     23676587
TotalBranchStalls                        0
TotalScalarStalls                      208
TotalVectorStalls                364898705
TotalSimdStalls                      73952
TotalLdsStalls                           0
TotalLdsScalarStalls                     0
TotalLdsScalarNotVectorStalls          208

//Cache Stats//////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                  I$                D$               L2$               L3$
---------------------  ----------------- ----------------- ----------------- -----------------
CacheUtilization                    0.04              0.12              0.06              0.02
Occupancy                           6436          16988789           7640338           1929824
OccupancyPct                       0.000             0.036             0.016             0.004

Cache stats individual         I_0
-----------------------  ---------
CacheUtilization             0.346
Occupancy                     6436
OccupancyPct                 0.000

Cache stats individual         D_0
-----------------------  ---------
CacheUtilization             1.000
Occupancy                 16988789
OccupancyPct                 0.036

Cache stats individual        L2_0
-----------------------  ---------
CacheUtilization             0.519
Occupancy                  7640338
OccupancyPct                 0.016

Cache stats individual        L3_0
-----------------------  ---------
CacheUtilization             0.130
Occupancy                  1929824
OccupancyPct                 0.004


//Cache IO Stats///////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                      I$                 D$                L2$                L3$
------------------------  ------------------ ------------------ ------------------ ------------------
IOUpOccupancy                              0                  0            3939461            3476142
IOUpOccupancyPct                       0.000              0.000              0.008              0.007
IODownOccupancy                          607            6670894            8809078                  0
IOdownOccupancyPct                     0.000              0.014              0.019              0.000

Cache IO stats individual         I_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy                   607
IOdownOccupancyPct              0.000

Cache IO stats individual         D_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy               6670894
IOdownOccupancyPct              0.014

Cache IO stats individual        L2_0
--------------------------  ---------
IOUpOccupancy                 3939461
IOUpOccupancyPct                0.008
IODownOccupancy               8809078
IOdownOccupancyPct              0.019

Cache IO stats individual        L3_0
--------------------------  ---------
IOUpOccupancy                 3476142
IOUpOccupancyPct                0.007
IODownOccupancy                     0
IOdownOccupancyPct              0.000


//Switch Stats/////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch stats combined                 SW
----------------------  ----------------
Occupancy                       13854606
OccupancyPct                       0.030

Switch stats individual         S_0       S_1
------------------------  --------- ---------
Occupancy                  19003092   8706120
OccupancyPct                  0.041     0.019

//Switch IO Stats//////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch IO stats combined                  SW
-------------------------  -----------------
IONorthOccupancy                     3735705
IONorthOccupancyPct                    0.008
IOEastOccupancy                      2890605
IOEastOccupancyPct                     0.006
IOSouthOccupancy                     3388459
IOSouthOccupancyPct                    0.007
IOWestOccupancy                      5762762
IOWestOccupancyPct                     0.012

Switch IO stats individual         S_0       S_1
---------------------------  --------- ---------
IONorthOccupancy               7471410         0
IONorthOccupancyPct              0.016     0.000
