//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
---------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                                                                                                                                     hotspot_cl
BenchmarkArgs                 512 2 1 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/temp_512 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/power_512 hotspot_output_cl
DateTime                                                                                                                                                                                                           Mon Nov 2016 14:06:00
ExeSuccessful                                                                                                                                                                                                                        Yes
CheckPoint                                                                                                                                                                                                                           Yes
TotalCycles                                                                                                                                                                                                                     72801870
ParallelSectionCycles                                                                                                                                                                                                           67681357
CPURunTime(sec)                                                                                                                                                                                                              0.018200468
WallRunTime(sec)                                                                                                                                                                                                                  287.18
SimulatedCyclesPerSec(ave)                                                                                                                                                                                                     253505.72
CPUNumCores                                                                                                                                                                                                                            8
CPUThreadsPerCore                                                                                                                                                                                                                      1
CPUFreqGhz                                                                                                                                                                                                                             4
GPUNumCUs                                                                                                                                                                                                                              8
GPUFreqGhz                                                                                                                                                                                                                             1
GPUCycFactor                                                                                                                                                                                                                           4
MemLatFactor                                                                                                                                                                                                                           2
ConfigSingleCore                                                                                                                                                                                                                     Yes
ConfigCPUProtocol                                                                                                                                                                                                                   MESI
ConfigGPUProtocol                                                                                                                                                                                                                     NC
ConfigGPUConnectType                                                                                                                                                                                                                  L3

//CPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CPU stats combined         CPU
-------------------  ---------
ExeTime               67681358
TotalBusy                60239
DrainTime                41442
IdleTime               4662655
TotalStalls           62958464
StallFetch              113608
ROBStalls               125019
ROBStallLoad             46936
ROBStallStore            77929
ROBStallOther              154
LSQStalls                    0
LSQStallLoad                 0
LSQStallStore                0
IQStalls                     0
RenameStalls                 0
NumSyscalls                 52
StallSyscall          62719837

CPU Stats All Cores      Core_0
--------------------  ---------
ExeTime                67681358
TotalBusy                 60239
DrainTime                 41442
IdleTime                4662655
TotalStalls            62958464
StallFetch               113608
ROBStalls                125019
ROBStallLoad              46936
ROBStallStore             77929
ROBStallOther               154
