//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
---------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                                                                                                                                     hotspot_cl
BenchmarkArgs                 512 2 1 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/temp_512 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/power_512 hotspot_output_cl
DateTime                                                                                                                                                                                                           Sun Nov 2016 20:44:56
ExeSuccessful                                                                                                                                                                                                                        Yes
CheckPoint                                                                                                                                                                                                                           Yes
TotalCycles                                                                                                                                                                                                                     72937538
ParallelSectionCycles                                                                                                                                                                                                           67819929
CPURunTime(sec)                                                                                                                                                                                                              0.018234384
WallRunTime(sec)                                                                                                                                                                                                                  270.11
SimulatedCyclesPerSec(ave)                                                                                                                                                                                                     270029.84
CPUNumCores                                                                                                                                                                                                                            8
CPUThreadsPerCore                                                                                                                                                                                                                      1
CPUFreqGhz                                                                                                                                                                                                                             4
GPUNumCUs                                                                                                                                                                                                                              8
GPUFreqGhz                                                                                                                                                                                                                             1
GPUCycFactor                                                                                                                                                                                                                           4
MemLatFactor                                                                                                                                                                                                                           2
ConfigSingleCore                                                                                                                                                                                                                     Yes
ConfigCPUProtocol                                                                                                                                                                                                                   MESI
ConfigGPUProtocol                                                                                                                                                                                                                     NC
ConfigGPUConnectType                                                                                                                                                                                                                  MC

//CPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CPU stats combined         CPU
-------------------  ---------
ExeTime               67819932
TotalBusy                53846
DrainTime                34995
IdleTime               4998890
TotalStalls           62767196
StallFetch               93913
ROBStalls               115172
ROBStallLoad             37973
ROBStallStore            77033
ROBStallOther              166
LSQStalls                    0
LSQStallLoad                 0
LSQStallStore                0
IQStalls                     0
RenameStalls                 0
NumSyscalls                 52
StallSyscall          62558111

CPU Stats All Cores      Core_0
--------------------  ---------
ExeTime                67819932
TotalBusy                 53846
DrainTime                 34995
IdleTime                4998890
TotalStalls            62767196
StallFetch                93913
ROBStalls                115172
ROBStallLoad              37973
ROBStallStore             77033
ROBStallOther               166
