//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                   Stats
---------------------------  ----------------------------------------------------------------------------------------
Benchmark                                                                                                      bfs_cl
BenchmarkArgs                 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/bfs/graph64k.txt
DateTime                                                                                        Fri Jun 2017 13:54:11
ExeSuccessful                                                                                                     Yes
CheckPoint                                                                                                         No
TotalCycles                                                                                                 546697802
ParallelSectionCycles                                                                                       166544154
CPURunTime(sec)                                                                                           0.136674450
WallRunTime(sec)                                                                                              5394.09
SimulatedCyclesPerSec(ave)                                                                                  101351.29
CPUNumCores                                                                                                         4
CPUThreadsPerCore                                                                                                   1
CPUFreqGhz                                                                                                          4
GPUNumCUs                                                                                                          16
GPUFreqGhz                                                                                                          1
GPUCycFactor                                                                                                        4
MemLatFactor                                                                                                        2
ConfigSingleCore                                                                                                  Yes
ConfigCPUProtocol                                                                                                MESI
ConfigGPUProtocol                                                                                                MESI
ConfigGPUConnectType                                                                                               MC

//CPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CPU stats combined          CPU
-------------------  ----------
ExeTime               166544154
TotalBusy                303673
DrainTime                  6270
IdleTime              158870808
TotalStalls             7369673
StallFetch                41170
ROBStalls               1277113
ROBStallLoad              20171
ROBStallStore           1255212
ROBStallOther              1730
LSQStalls                     0
LSQStallLoad                  0
LSQStallStore                 0
IQStalls                      0
RenameStalls                  0
NumSyscalls                 747
StallSyscall            6051390

CPU Stats All Cores       Core_0
--------------------  ----------
ExeTime                166544154
TotalBusy                 303673
DrainTime                   6270
IdleTime               158870808
TotalStalls              7369673
StallFetch                 41170
ROBStalls                1277113
ROBStallLoad               20171
ROBStallStore            1255212
ROBStallOther               1730
LSQStalls                      0
LSQStallLoad                   0
LSQStallStore                  0
IQStalls                       0
RenameStalls                   0
NumSyscalls                  747
StallSyscall             6051390

//GPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

GPU stats            GPU
------------  ----------
ExeTime        166544181
GPURunTime     159229548
GPUIdleTime      7314633

//CUU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CU stats                CU
--------------  ----------
TotalBusy         31767144
TotalStalls      122307883
TotalMapped      154075027
TotalUnMapped      5154520

//Cache Stats//////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                   I$                 D$                L2$                L3$
---------------------  ------------------ ------------------ ------------------ ------------------
CacheUtilization                     0.04               0.12               0.07               0.00
Occupancy                           64406            1937630            1557537             450784
OccupancyPct                        0.000              0.012              0.009              0.003

Cache stats individual         I_0
-----------------------  ---------
CacheUtilization             0.328
Occupancy                    64406
OccupancyPct                 0.000

Cache stats individual         D_0
-----------------------  ---------
CacheUtilization             1.000
Occupancy                  1937630
OccupancyPct                 0.012

Cache stats individual        L2_0
-----------------------  ---------
CacheUtilization             0.531
Occupancy                  1557537
OccupancyPct                 0.009

Cache stats individual        L3_0
-----------------------  ---------
CacheUtilization             0.021
Occupancy                   450784
OccupancyPct                 0.003


//Cache IO Stats///////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                      I$                 D$                L2$                L3$
------------------------  ------------------ ------------------ ------------------ ------------------
IOUpOccupancy                              0                  0              55500             425620
IOUpOccupancyPct                       0.000              0.000              0.000              0.003
IODownOccupancy                         2962            1554523            1563725                  0
IOdownOccupancyPct                     0.000              0.009              0.009              0.000

Cache IO stats individual         I_0
--------------------------  ---------
IOUpOccupancy                       0
