//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
---------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                                                                                                                                     hotspot_cl
BenchmarkArgs                 512 2 1 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/temp_512 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/power_512 hotspot_output_cl
DateTime                                                                                                                                                                                                           Fri Jun 2017 08:12:37
ExeSuccessful                                                                                                                                                                                                                        Yes
CheckPoint                                                                                                                                                                                                                            No
TotalCycles                                                                                                                                                                                                                    745807475
ParallelSectionCycles                                                                                                                                                                                                           47385596
CPURunTime(sec)                                                                                                                                                                                                              0.186451869
WallRunTime(sec)                                                                                                                                                                                                                 4822.47
SimulatedCyclesPerSec(ave)                                                                                                                                                                                                     154652.72
CPUNumCores                                                                                                                                                                                                                            4
CPUThreadsPerCore                                                                                                                                                                                                                      1
CPUFreqGhz                                                                                                                                                                                                                             4
GPUNumCUs                                                                                                                                                                                                                             16
GPUFreqGhz                                                                                                                                                                                                                             1
GPUCycFactor                                                                                                                                                                                                                           4
MemLatFactor                                                                                                                                                                                                                           2
ConfigSingleCore                                                                                                                                                                                                                     Yes
ConfigCPUProtocol                                                                                                                                                                                                                   MESI
ConfigGPUProtocol                                                                                                                                                                                                                     NC
ConfigGPUConnectType                                                                                                                                                                                                                  L3

//CPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CPU stats combined         CPU
-------------------  ---------
ExeTime               47385596
TotalBusy                63447
DrainTime                38139
IdleTime               3873956
TotalStalls           43448193
StallFetch               97409
ROBStalls               159146
ROBStallLoad             80911
ROBStallStore            78073
ROBStallOther              162
LSQStalls                    0
LSQStallLoad                 0
LSQStallStore                0
IQStalls                     0
RenameStalls                 0
NumSyscalls                 77
StallSyscall          43191638

CPU Stats All Cores      Core_0
--------------------  ---------
ExeTime                47385596
TotalBusy                 63447
DrainTime                 38139
IdleTime                3873956
TotalStalls            43448193
StallFetch                97409
ROBStalls                159146
ROBStallLoad              80911
ROBStallStore             78073
ROBStallOther               162
