//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
---------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                                                                                                                                     hotspot_cl
BenchmarkArgs                 512 2 1 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/temp_512 /home/stardica/Dropbox/CDA7919DoctoralResearch/Rodinia_Benchmarks/data/hotspot/power_512 hotspot_output_cl
DateTime                                                                                                                                                                                                           Thu Jun 2017 15:51:25
ExeSuccessful                                                                                                                                                                                                                        Yes
CheckPoint                                                                                                                                                                                                                            No
TotalCycles                                                                                                                                                                                                                    703845961
ParallelSectionCycles                                                                                                                                                                                                            5424082
CPURunTime(sec)                                                                                                                                                                                                              0.175961490
WallRunTime(sec)                                                                                                                                                                                                                 7469.18
SimulatedCyclesPerSec(ave)                                                                                                                                                                                                      94233.37
CPUNumCores                                                                                                                                                                                                                            4
CPUThreadsPerCore                                                                                                                                                                                                                      1
CPUFreqGhz                                                                                                                                                                                                                             4
GPUNumCUs                                                                                                                                                                                                                              8
GPUFreqGhz                                                                                                                                                                                                                             1
GPUCycFactor                                                                                                                                                                                                                           4
MemLatFactor                                                                                                                                                                                                                           2
ConfigSingleCore                                                                                                                                                                                                                     Yes
ConfigCPUProtocol                                                                                                                                                                                                                   MESI
ConfigGPUProtocol                                                                                                                                                                                                                   MESI
ConfigGPUConnectType                                                                                                                                                                                                                  L3

//CPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CPU stats combined        CPU
-------------------  --------
ExeTime               5424082
TotalBusy               41715
DrainTime               16079
IdleTime              4747109
TotalStalls            635258
StallFetch              78756
ROBStalls               94425
ROBStallLoad            17972
ROBStallStore           76229
ROBStallOther             224
LSQStalls                   0
LSQStallLoad                0
LSQStallStore               0
IQStalls                    0
RenameStalls                0
NumSyscalls                77
StallSyscall           462077

CPU Stats All Cores     Core_0
--------------------  --------
ExeTime                5424082
TotalBusy                41715
DrainTime                16079
IdleTime               4747109
TotalStalls             635258
StallFetch               78756
ROBStalls                94425
ROBStallLoad             17972
ROBStallStore            76229
ROBStallOther              224
LSQStalls                    0
